lead_time,market_segment_type,avg_price_per_room,booking_status,arrival_date,total_stay_nights
84,Online,66.76,1,2018-04-12,8
71,Offline,96.9,0,2018-08-09,3
41,Online,137.7,0,2018-07-17,3
3,Online,152.0,0,2017-09-12,1
12,Corporate,130.0,0,2017-10-20,1
210,Online,90.9,1,2018-08-18,1
143,Online,114.3,0,2018-08-14,4
141,Offline,96.9,0,2018-07-12,7
36,Online,131.4,0,2018-06-28,5
15,Online,154.33,1,2018-04-15,3
13,Online,116.0,0,2018-07-20,1
33,Online,125.1,0,2018-09-09,2
0,Corporate,65.0,0,2018-09-19,1
5,Online,134.83,0,2017-09-10,6
41,Online,121.73,0,2018-04-28,4
77,Online,125.1,1,2018-06-16,3
65,Offline,124.0,0,2018-03-20,5
32,Online,88.0,0,2018-12-02,2
4,Online,108.67,0,2018-11-19,3
44,Online,80.74,0,2018-03-11,4
35,Online,132.3,1,2018-06-21,1
1,Online,89.5,0,2018-12-20,3
72,Online,75.82,1,2018-11-14,13
39,Online,69.22,0,2018-01-27,3
118,Online,137.7,0,2018-08-01,2
16,Online,81.0,0,2017-11-06,2
1,Online,135.75,0,2017-09-06,4
184,Online,96.3,0,2018-07-11,1
0,Online,79.0,0,2017-11-12,1
86,Offline,75.0,0,2018-12-18,3
104,Online,91.48,0,2018-10-18,4
19,Offline,90.0,0,2017-10-06,3
91,Online,90.9,0,2018-04-12,3
126,Offline,80.75,0,2018-06-02,3
6,Online,88.92,0,2018-03-22,5
33,Online,186.0,1,2018-10-10,4
48,Online,138.6,0,2018-12-23,3
4,Corporate,67.0,0,2018-12-20,3
30,Offline,137.52,0,2018-08-25,3
88,Offline,85.0,0,2018-09-12,1
171,Online,76.5,1,2017-08-20,7
57,Online,68.61,0,2018-06-20,3
278,Online,78.3,0,2018-12-09,3
94,Online,90.08,0,2018-04-15,3
33,Online,146.7,0,2018-04-20,1
18,Online,111.0,1,2018-06-14,1
15,Online,168.0,0,2018-06-19,3
93,Offline,105.0,0,2018-05-11,3
36,Online,149.4,0,2018-08-19,5
143,Online,94.5,0,2018-08-20,1
43,Online,85.07,0,2018-11-01,3
25,Online,139.0,0,2018-09-26,2
59,Online,77.85,1,2018-03-17,3
84,Online,93.6,1,2018-11-18,2
0,Online,79.0,0,2018-02-03,1
55,Online,142.2,0,2018-10-18,2
99,Online,236.52,1,2018-10-21,5
87,Online,82.45,0,2018-04-07,4
83,Online,90.0,0,2018-11-02,3
16,Online,103.0,0,2018-03-18,1
279,Offline,110.0,1,2018-10-12,3
170,Offline,96.9,0,2017-09-12,1
91,Online,52.02,0,2018-04-01,4
20,Online,231.0,0,2018-08-10,2
157,Online,121.5,1,2018-07-14,2
11,Offline,75.0,0,2017-09-20,5
24,Offline,95.0,0,2018-10-09,3
6,Online,136.0,0,2017-10-18,5
12,Online,133.33,0,2018-03-02,3
44,Online,66.29,0,2018-02-21,7
47,Online,68.07,0,2018-11-21,5
125,Online,116.1,0,2018-06-17,2
31,Online,53.19,0,2018-03-04,3
56,Online,119.75,0,2018-03-20,4
0,Online,124.0,0,2017-08-11,3
131,Online,94.5,0,2018-05-08,3
243,Online,116.45,1,2018-10-30,5
197,Offline,113.4,0,2018-12-21,5
67,Online,139.5,0,2018-07-12,4
3,Online,106.0,1,2018-02-16,4
188,Offline,80.75,0,2018-09-26,4
49,Online,94.5,0,2017-10-23,8
60,Offline,60.0,0,2017-10-12,4
224,Online,86.62,0,2018-08-01,3
197,Online,97.02,1,2018-08-23,7
12,Online,156.0,0,2018-08-22,3
9,Online,155.0,0,2018-11-09,3
205,Online,90.95,1,2018-07-22,5
63,Online,91.63,1,2017-11-09,5
93,Online,54.24,0,2018-03-07,4
22,Offline,134.78,0,2017-12-26,4
158,Online,83.5,1,2018-10-30,4
0,Offline,105.0,1,2018-11-25,4
92,Online,89.85,0,2018-07-12,4
14,Offline,58.0,0,2017-12-14,5
100,Online,143.7,1,2018-07-21,3
57,Online,177.3,0,2018-04-23,3
2,Online,101.0,0,2018-03-30,1
30,Online,84.55,0,2018-08-30,4
40,Offline,62.8,0,2018-03-26,2
7,Online,66.57,0,2018-02-14,4
214,Offline,80.75,0,2018-09-23,3
1,Online,109.0,1,2018-07-29,1
77,Online,85.5,1,2018-04-01,3
26,Online,91.0,0,2018-03-16,3
122,Online,85.5,0,2018-06-30,1
57,Online,117.73,0,2018-04-26,4
60,Online,156.6,1,2018-12-23,1
119,Online,81.47,0,2018-10-24,4
31,Online,135.9,0,2018-09-08,2
33,Online,104.4,0,2018-09-02,1
132,Offline,72.25,0,2018-07-19,6
70,Online,77.86,0,2018-12-23,4
32,Online,96.0,1,2018-11-14,1
7,Online,99.2,0,2018-03-16,3
230,Online,158.95,1,2018-08-25,4
1,Online,123.5,0,2017-08-24,1
147,Online,78.76,1,2018-07-18,6
1,Offline,109.8,0,2017-08-18,4
0,Offline,70.0,0,2018-10-12,3
27,Online,139.0,1,2018-08-22,3
21,Online,93.0,0,2018-02-13,6
93,Online,126.9,1,2018-05-02,1
17,Online,139.0,1,2018-07-23,1
25,Online,88.4,0,2018-12-07,4
216,Offline,80.75,0,2018-08-30,2
52,Offline,75.0,0,2018-11-14,4
208,Online,96.3,1,2018-09-01,1
1,Online,192.0,0,2018-06-27,6
130,Online,139.5,1,2018-09-29,3
46,Online,79.2,1,2018-11-11,2
0,Corporate,65.0,0,2018-03-23,1
10,Online,107.8,0,2018-10-16,3
16,Online,77.53,0,2018-12-22,5
27,Offline,95.0,0,2018-10-03,2
10,Corporate,107.0,0,2018-03-07,4
6,Online,159.0,0,2018-09-25,3
28,Online,141.0,1,2018-05-21,1
146,Online,85.5,1,2018-06-27,2
97,Online,89.25,0,2017-09-03,3
44,Complementary,0.0,0,2018-05-23,2
100,Online,112.5,0,2018-07-04,1
17,Online,107.7,1,2018-02-19,10
249,Online,86.62,1,2018-08-27,2
66,Offline,75.0,0,2017-10-09,3
72,Offline,58.91,0,2017-12-23,11
115,Online,129.6,0,2018-09-06,10
23,Online,118.0,0,2018-09-06,2
49,Online,126.9,1,2018-05-21,1
301,Offline,90.0,0,2018-07-30,2
126,Offline,55.0,0,2018-03-24,3
29,Online,104.77,0,2018-02-03,3
5,Aviation,95.0,1,2018-04-04,4
2,Online,103.0,0,2018-03-08,1
31,Online,168.3,1,2018-07-09,3
1,Offline,107.0,0,2018-04-19,2
2,Corporate,79.0,0,2018-12-14,1
56,Online,100.67,1,2018-11-11,3
0,Online,122.5,0,2017-12-30,4
81,Online,150.45,0,2018-05-16,4
120,Offline,88.38,0,2017-08-20,7
0,Online,135.0,0,2018-03-26,1
8,Online,72.07,0,2018-02-09,1
97,Online,68.65,0,2017-10-19,3
108,Online,65.96,0,2018-03-13,4
24,Online,100.0,1,2018-02-24,4
11,Offline,64.8,0,2018-03-05,3
39,Online,126.9,1,2018-05-21,3
57,Online,202.5,0,2018-10-12,2
60,Online,107.1,1,2018-03-31,3
20,Online,107.67,0,2018-03-19,3
142,Online,138.55,0,2018-08-08,5
97,Online,103.7,0,2018-12-12,7
0,Online,136.0,0,2018-02-15,2
12,Online,124.0,0,2017-09-20,3
132,Offline,96.56,0,2018-08-10,7
82,Online,74.15,1,2018-04-25,1
48,Online,159.3,0,2018-05-06,3
10,Online,97.0,1,2018-03-13,1
0,Corporate,95.5,0,2017-08-31,3
190,Online,90.65,1,2018-06-08,4
7,Online,78.3,0,2018-01-16,3
156,Online,105.3,1,2018-07-26,1
0,Corporate,66.0,0,2018-01-19,3
1,Corporate,95.0,0,2018-03-31,1
80,Offline,68.0,0,2018-11-24,3
77,Online,76.5,1,2017-07-07,7
54,Offline,60.0,0,2017-11-18,4
134,Online,132.48,1,2018-08-01,7
248,Offline,72.25,0,2018-08-02,8
167,Online,99.45,1,2018-07-23,7
2,Online,136.0,0,2018-06-11,1
83,Online,174.6,0,2018-06-07,3
33,Online,71.53,0,2018-01-31,7
16,Online,109.0,0,2018-03-17,3
1,Corporate,79.0,0,2018-12-13,1
63,Online,109.0,0,2018-06-09,1
170,Online,95.2,1,2018-07-18,4
32,Corporate,65.0,0,2018-07-04,2
136,Online,93.08,1,2018-07-02,4
71,Online,145.0,0,2018-11-10,2
277,Offline,80.0,1,2018-09-05,7
3,Online,126.0,0,2017-09-14,1
34,Offline,85.0,0,2018-10-20,3
6,Offline,85.0,0,2018-03-20,1
14,Offline,76.5,0,2018-09-27,1
50,Online,93.6,0,2018-12-02,3
0,Offline,95.0,0,2018-03-01,1
23,Offline,110.5,0,2017-09-04,4
0,Online,134.0,0,2018-07-10,2
21,Offline,94.0,0,2017-10-26,4
152,Online,74.8,0,2018-12-18,4
4,Online,198.0,0,2018-02-06,3
14,Online,127.67,1,2018-04-16,3
61,Online,96.9,0,2018-12-22,7
71,Online,107.95,0,2018-04-08,4
48,Offline,87.3,0,2017-10-09,2
3,Online,166.0,0,2018-08-05,4
5,Online,67.05,0,2018-02-21,8
30,Online,85.7,0,2018-03-05,5
142,Offline,148.0,0,2018-06-29,3
74,Offline,90.95,0,2018-05-02,5
91,Online,90.45,0,2018-10-30,4
20,Online,113.0,0,2018-02-27,2
3,Online,137.29,0,2017-09-10,7
60,Offline,72.25,0,2018-07-10,2
79,Online,79.2,0,2018-12-09,3
81,Offline,75.0,0,2018-04-29,3
15,Online,152.0,0,2018-04-26,2
87,Online,85.5,0,2018-06-26,1
42,Online,91.5,0,2017-12-28,2
52,Online,135.9,1,2018-07-27,3
26,Online,153.23,0,2018-11-07,2
22,Online,168.3,1,2018-07-01,3
194,Online,132.18,1,2018-08-19,4
11,Online,77.25,0,2018-01-15,4
19,Online,117.0,0,2017-10-06,3
313,Online,77.69,1,2018-12-23,10
6,Corporate,69.0,0,2018-05-31,3
1,Online,90.0,0,2017-08-07,4
27,Online,138.2,0,2018-12-14,5
4,Corporate,67.0,0,2018-06-21,1
62,Online,58.94,0,2018-03-04,4
24,Online,77.25,0,2018-01-29,3
252,Online,111.6,1,2018-10-15,2
60,Online,151.2,0,2018-10-15,4
80,Online,55.63,0,2018-03-31,5
15,Online,136.0,1,2018-06-13,4
25,Online,118.15,0,2017-09-19,6
51,Online,63.75,1,2018-03-09,8
8,Online,77.6,0,2017-12-16,4
75,Online,78.0,1,2018-03-19,3
18,Corporate,100.0,0,2018-06-21,2
45,Online,159.08,0,2018-01-01,4
30,Online,0.0,0,2017-10-08,0
1,Online,63.75,0,2017-12-02,2
37,Online,87.78,0,2017-10-24,7
15,Online,145.0,1,2018-10-06,1
118,Online,87.3,1,2018-04-03,3
125,Online,136.0,0,2018-09-07,4
200,Online,105.4,1,2018-08-31,4
121,Online,90.0,1,2018-06-24,3
256,Offline,90.0,0,2018-06-15,2
90,Offline,91.8,0,2018-08-10,2
200,Online,150.45,1,2018-09-20,6
59,Offline,95.0,0,2018-06-04,3
27,Online,139.0,0,2018-07-11,2
178,Online,124.5,1,2018-08-18,3
89,Online,90.95,0,2018-04-18,4
2,Online,116.67,0,2018-09-14,3
9,Online,137.63,0,2018-10-29,4
14,Online,79.0,1,2018-02-12,1
164,Online,88.5,0,2018-07-19,3
4,Offline,36.25,0,2017-08-01,3
105,Online,126.9,0,2018-06-11,2
280,Online,198.9,1,2018-08-12,1
220,Online,156.0,1,2018-09-17,3
92,Online,89.25,1,2017-07-15,4
87,Offline,105.4,0,2018-10-22,3
144,Online,106.54,0,2018-08-18,1
7,Online,117.0,0,2017-12-31,6
16,Offline,118.0,0,2018-02-19,3
75,Online,116.1,1,2018-05-09,2
17,Online,105.0,0,2017-09-01,3
107,Offline,80.75,1,2018-05-29,3
55,Online,106.24,0,2018-09-11,5
172,Online,137.7,1,2018-07-28,2
7,Online,89.89,0,2018-12-02,4
31,Online,117.3,0,2018-03-02,4
86,Online,137.7,0,2018-07-26,2
65,Online,68.85,1,2017-07-10,2
151,Online,168.3,1,2018-07-10,3
157,Online,161.1,1,2018-09-05,4
4,Online,91.0,0,2018-03-02,1
24,Online,108.5,1,2018-04-11,4
65,Online,127.38,0,2018-08-04,1
64,Online,103.5,0,2018-07-25,1
5,Online,133.0,0,2017-09-19,1
20,Online,139.0,1,2018-07-11,5
90,Offline,123.08,0,2018-05-20,4
43,Online,150.3,0,2018-07-03,4
4,Online,111.0,0,2018-11-13,3
90,Online,72.25,0,2017-12-04,4
120,Online,121.5,1,2018-07-14,2
88,Online,90.68,0,2018-10-29,4
54,Online,103.5,1,2018-07-10,2
5,Online,127.0,0,2018-02-16,3
28,Online,77.39,0,2018-02-05,4
8,Online,154.33,0,2018-07-15,3
14,Online,111.33,0,2017-09-07,3
0,Offline,45.0,0,2018-03-18,1
216,Offline,75.0,0,2018-04-24,5
0,Aviation,79.0,0,2018-07-20,1
207,Offline,183.0,0,2018-12-30,3
81,Online,103.5,1,2018-07-03,3
39,Online,89.3,0,2018-01-17,2
28,Offline,70.0,1,2017-10-05,2
157,Online,84.24,1,2018-05-19,1
17,Online,138.0,0,2018-09-04,1
29,Online,150.06,0,2018-11-09,4
1,Online,89.0,0,2018-03-22,1
11,Online,81.0,0,2018-02-06,3
135,Online,101.7,0,2018-05-28,3
141,Online,85.5,0,2017-08-05,2
69,Online,137.7,1,2018-04-07,3
27,Online,139.0,0,2018-09-16,2
151,Online,136.12,1,2018-08-04,7
150,Online,76.5,1,2017-07-09,1
7,Online,101.0,1,2018-03-23,1
111,Online,107.1,0,2018-08-12,2
215,Online,67.26,1,2018-11-30,4
219,Offline,72.25,0,2018-08-17,3
108,Online,59.37,0,2018-03-13,4
303,Online,91.8,1,2018-12-27,3
127,Online,91.48,0,2018-10-08,1
36,Online,214.75,1,2018-08-21,1
46,Offline,74.8,0,2018-03-18,4
31,Online,80.3,0,2018-02-05,1
75,Online,152.1,0,2018-09-16,1
17,Online,88.0,1,2018-11-13,3
34,Online,126.9,1,2018-05-11,1
103,Online,93.6,1,2018-12-02,3
74,Offline,75.0,0,2018-04-17,4
2,Offline,90.0,0,2017-11-11,1
39,Online,149.4,1,2018-09-15,2
0,Complementary,0.0,0,2017-11-26,1
30,Online,140.4,0,2018-04-29,4
18,Online,93.84,0,2018-11-11,5
158,Online,138.83,1,2018-08-14,6
45,Online,82.44,0,2018-11-19,1
43,Online,168.3,1,2018-07-14,1
71,Online,69.0,0,2018-03-17,2
111,Online,221.4,1,2018-10-06,1
99,Online,94.5,1,2018-07-16,3
110,Online,190.8,0,2018-10-14,2
27,Online,120.12,0,2018-05-18,1
12,Corporate,80.0,0,2018-01-26,2
88,Offline,58.0,0,2018-03-12,2
68,Offline,60.0,0,2017-12-02,4
62,Online,139.5,0,2017-10-29,1
83,Online,132.3,1,2018-10-10,4
17,Corporate,70.0,0,2018-03-17,2
18,Online,104.0,0,2017-11-16,1
1,Corporate,65.0,0,2017-08-19,1
40,Online,104.1,1,2018-06-27,6
1,Online,75.0,0,2018-01-08,1
139,Online,72.25,1,2017-12-03,1
41,Online,99.0,0,2018-03-20,2
103,Online,198.98,0,2018-08-02,7
1,Online,103.71,0,2018-05-09,4
5,Offline,75.0,0,2018-07-04,3
109,Online,105.21,0,2018-07-06,6
0,Corporate,65.0,0,2018-05-17,3
42,Online,71.1,0,2018-03-11,3
302,Online,74.6,0,2018-08-02,10
1,Online,81.0,0,2017-08-08,6
91,Online,159.3,0,2018-08-21,2
11,Offline,83.5,0,2017-10-23,1
74,Online,168.3,0,2018-05-21,1
37,Online,126.0,0,2018-10-02,3
286,Online,90.0,1,2018-10-16,1
80,Offline,74.8,0,2018-03-25,4
179,Online,108.9,1,2018-10-01,3
0,Online,121.5,0,2018-06-21,1
46,Offline,118.8,0,2017-10-10,1
166,Online,96.3,0,2018-06-26,1
141,Online,133.65,0,2018-09-04,4
69,Online,126.9,0,2018-06-17,3
66,Online,120.6,0,2018-08-31,4
20,Online,131.2,1,2018-09-26,4
6,Online,107.0,0,2018-02-19,2
86,Online,102.1,0,2018-05-11,7
129,Online,83.61,0,2018-08-09,5
186,Online,102.6,1,2018-09-30,4
4,Online,205.0,0,2018-11-09,1
124,Online,97.01,0,2018-08-08,6
37,Online,109.0,0,2018-10-27,2
83,Online,124.65,0,2018-05-07,4
192,Online,72.75,0,2018-12-04,4
59,Offline,105.0,0,2018-04-04,4
4,Offline,60.4,1,2018-02-14,1
85,Offline,100.0,0,2017-09-30,3
65,Offline,72.25,0,2017-10-08,3
3,Corporate,69.0,0,2018-03-13,3
31,Offline,118.5,0,2018-06-20,2
48,Online,159.3,1,2018-05-29,2
29,Online,155.64,0,2018-05-19,5
49,Online,108.0,1,2018-10-03,4
359,Online,105.0,1,2018-09-16,4
69,Online,79.2,0,2018-11-04,1
9,Online,130.0,1,2018-08-20,1
77,Offline,105.4,0,2018-05-16,4
12,Online,100.94,0,2018-11-12,4
141,Offline,90.0,1,2017-09-20,1
6,Online,97.0,0,2018-01-16,2
34,Offline,82.8,0,2017-10-13,2
49,Offline,60.0,0,2017-11-09,4
0,Online,141.0,1,2018-03-19,2
37,Online,112.68,0,2018-10-16,3
112,Offline,92.65,0,2018-08-24,4
208,Online,75.44,1,2017-12-29,4
67,Online,104.76,0,2018-09-05,5
9,Online,149.0,0,2018-08-17,2
333,Online,73.95,1,2018-12-10,5
125,Online,90.0,0,2018-12-02,1
81,Online,152.55,0,2018-12-07,4
31,Offline,74.88,0,2018-12-08,3
71,Online,91.47,0,2018-06-26,5
173,Online,167.45,1,2018-12-09,5
63,Online,65.66,1,2018-02-18,5
141,Online,116.11,1,2018-05-23,5
56,Online,73.95,0,2018-03-10,4
66,Online,137.7,1,2018-04-22,2
16,Online,63.2,1,2018-02-05,8
150,Online,90.1,1,2018-07-25,20
211,Online,67.5,1,2018-11-18,2
233,Online,81.81,1,2018-08-17,4
71,Complementary,0.0,0,2018-10-15,1
148,Online,115.6,0,2018-12-23,4
123,Online,76.5,1,2017-07-13,1
2,Offline,61.38,0,2018-04-17,4
93,Online,73.95,0,2018-03-17,5
53,Offline,68.0,0,2018-11-14,4
112,Online,95.63,0,2018-07-11,8
9,Online,75.0,0,2018-01-29,1
64,Online,93.6,0,2018-12-03,2
0,Complementary,0.0,0,2018-10-10,1
55,Online,93.6,0,2018-11-24,3
118,Offline,110.0,0,2018-06-06,6
149,Online,137.7,1,2018-08-20,3
14,Online,177.0,1,2018-06-20,2
58,Offline,56.6,0,2017-12-23,4
102,Online,101.34,1,2018-12-26,4
120,Online,71.67,0,2018-04-23,4
13,Offline,73.2,0,2018-02-14,5
11,Online,139.0,0,2018-08-08,4
33,Online,170.1,1,2018-07-11,3
11,Online,91.0,0,2018-02-13,2
12,Online,164.0,0,2018-08-24,2
13,Offline,45.0,0,2017-09-04,5
50,Online,150.3,0,2018-06-03,3
7,Online,149.0,0,2018-09-07,3
104,Online,105.3,1,2018-07-16,2
139,Online,96.3,0,2018-07-04,1
3,Online,62.37,0,2017-12-14,1
39,Offline,66.4,0,2018-01-24,3
67,Online,85.5,1,2018-04-03,3
25,Offline,85.0,0,2018-07-23,5
75,Online,120.7,0,2018-12-24,4
16,Offline,138.0,0,2018-10-05,2
76,Online,127.8,1,2018-07-09,3
94,Offline,58.0,0,2018-03-12,4
0,Offline,85.0,0,2018-09-04,6
57,Online,314.1,0,2018-12-30,3
56,Online,82.44,0,2018-12-07,3
75,Offline,60.0,0,2017-12-07,3
49,Online,75.95,0,2018-01-24,5
103,Online,95.0,1,2018-05-04,3
109,Online,68.72,0,2018-07-13,6
75,Online,79.2,0,2018-11-12,2
103,Online,84.58,0,2018-04-05,4
6,Offline,54.0,0,2018-02-28,2
150,Online,89.4,0,2018-09-09,2
33,Online,104.49,1,2018-05-09,2
143,Online,88.69,0,2018-12-04,2
21,Online,110.0,0,2018-08-31,2
200,Online,90.95,1,2018-07-15,10
2,Offline,153.8,0,2018-11-25,2
37,Online,108.8,0,2018-12-27,4
45,Online,167.4,1,2018-12-30,1
227,Offline,80.75,0,2018-08-29,7
119,Offline,110.0,0,2018-06-07,1
113,Online,92.94,0,2018-07-05,6
256,Online,96.3,0,2018-10-20,3
13,Online,147.9,1,2018-11-13,6
27,Online,105.84,1,2018-06-12,5
76,Online,59.5,1,2018-03-25,3
87,Online,97.71,0,2018-06-09,3
102,Online,72.25,1,2017-12-19,6
72,Online,104.4,0,2018-10-26,2
2,Offline,75.0,0,2017-09-20,5
11,Online,120.0,1,2018-10-30,1
41,Online,83.9,0,2018-03-10,3
6,Corporate,67.0,0,2018-11-16,1
285,Online,81.81,1,2018-10-16,5
64,Online,89.1,1,2018-10-30,1
33,Online,117.9,0,2018-05-21,2
245,Offline,110.0,1,2018-07-06,6
10,Corporate,95.0,1,2018-03-31,1
77,Online,108.65,0,2018-08-23,5
217,Online,126.9,1,2018-09-15,2
92,Offline,106.08,0,2018-05-24,4
143,Online,115.6,0,2018-07-16,4
143,Online,118.8,0,2018-10-18,1
87,Online,89.25,1,2017-09-18,3
58,Online,149.4,0,2018-09-08,2
3,Offline,75.0,0,2017-12-25,3
105,Online,71.4,0,2017-09-16,4
105,Offline,58.0,0,2018-03-18,3
9,Corporate,79.0,0,2018-03-17,1
41,Online,66.88,0,2018-12-01,3
84,Online,177.3,0,2018-09-09,2
46,Online,48.6,1,2018-02-13,1
86,Online,120.69,1,2018-08-09,2
29,Online,129.73,1,2018-08-15,3
75,Online,130.5,0,2018-06-16,3
138,Online,105.28,0,2018-05-14,7
1,Corporate,88.0,0,2018-11-15,2
138,Online,105.9,0,2018-05-31,3
34,Corporate,65.0,0,2017-10-25,3
65,Online,67.81,0,2018-04-01,3
34,Online,87.32,0,2017-10-29,3
18,Online,12.0,0,2017-09-02,3
8,Online,0.0,0,2018-12-28,1
2,Offline,72.25,0,2017-10-30,2
50,Offline,87.84,0,2018-08-29,4
45,Online,168.3,0,2018-05-12,5
85,Online,94.5,1,2018-07-17,4
34,Online,166.8,0,2018-10-15,5
141,Online,129.6,0,2018-09-14,4
15,Online,135.0,0,2018-03-04,2
13,Online,127.0,1,2018-02-23,1
17,Corporate,75.0,0,2018-03-09,2
129,Online,88.01,0,2018-08-10,3
103,Online,116.1,1,2018-06-15,1
6,Corporate,65.0,0,2017-12-08,2
13,Offline,54.75,0,2017-10-20,4
162,Online,146.7,1,2018-08-14,3
46,Online,86.4,0,2018-11-23,1
167,Online,130.05,1,2018-08-12,4
142,Online,114.3,0,2018-05-22,3
47,Offline,98.1,0,2018-11-22,1
157,Online,108.66,1,2018-08-31,3
19,Online,89.89,0,2018-12-03,4
20,Online,127.0,0,2018-03-17,1
104,Online,67.9,0,2017-08-11,3
56,Online,90.0,1,2018-04-17,2
217,Online,80.75,1,2018-08-13,4
4,Online,88.0,0,2018-12-07,1
63,Corporate,130.0,1,2018-05-16,3
10,Online,169.0,1,2018-07-24,1
14,Online,89.0,0,2018-11-18,2
155,Offline,72.25,0,2018-07-08,5
26,Corporate,65.0,0,2018-06-28,2
45,Online,79.2,0,2018-12-16,3
30,Online,140.88,0,2018-11-04,4
1,Offline,135.0,0,2018-05-11,1
0,Online,140.0,0,2018-10-30,1
14,Online,98.39,0,2018-12-03,4
9,Online,90.0,0,2018-02-03,1
9,Online,106.26,0,2018-05-17,1
46,Online,149.4,0,2018-06-20,4
41,Online,126.9,1,2018-05-16,1
10,Online,152.0,0,2017-09-17,1
16,Offline,85.0,0,2018-10-08,2
223,Online,92.28,0,2018-09-29,4
31,Online,51.97,0,2017-12-19,1
17,Online,97.41,0,2018-04-10,2
13,Online,94.0,0,2018-02-18,2
41,Offline,100.0,0,2018-10-24,4
26,Offline,78.2,1,2018-11-12,4
0,Corporate,145.0,0,2017-09-15,1
42,Online,126.0,1,2018-10-10,1
9,Online,137.0,0,2018-08-26,2
203,Online,58.14,1,2018-08-03,4
33,Online,91.48,0,2018-04-16,3
41,Online,107.1,0,2018-04-01,2
22,Online,108.57,0,2018-06-21,2
3,Corporate,67.0,0,2018-10-23,2
4,Online,160.0,0,2018-10-03,3
29,Online,128.6,0,2018-04-01,3
88,Online,77.35,0,2018-03-20,5
18,Online,97.0,0,2018-01-15,7
84,Online,90.9,0,2018-04-25,3
37,Online,78.5,0,2018-02-08,5
7,Corporate,80.0,0,2017-10-12,1
7,Online,164.0,0,2017-10-07,3
5,Corporate,74.0,0,2017-12-02,1
121,Offline,96.9,0,2018-07-06,4
60,Offline,65.0,0,2017-09-21,2
64,Online,111.9,0,2018-06-27,3
14,Online,112.0,1,2018-11-03,1
4,Online,95.13,0,2017-08-14,8
110,Online,94.5,1,2017-07-25,3
270,Offline,80.0,0,2018-04-20,4
0,Corporate,55.0,0,2018-03-02,2
113,Online,80.14,1,2018-05-10,7
128,Online,97.42,0,2018-07-11,3
129,Online,112.03,1,2018-05-11,5
235,Online,119.85,1,2018-09-28,4
200,Online,62.18,0,2018-08-06,4
44,Online,102.6,0,2018-10-02,2
26,Online,99.0,0,2018-02-01,4
37,Online,0.5,0,2018-02-20,12
64,Online,135.9,0,2018-08-14,6
134,Online,89.25,0,2018-07-13,4
250,Online,95.0,1,2018-09-26,4
5,Online,139.0,0,2018-08-29,4
5,Online,221.38,0,2018-10-01,4
0,Online,73.64,0,2017-12-05,2
58,Online,153.85,0,2018-03-28,3
71,Online,87.13,1,2018-04-22,4
58,Online,93.6,0,2018-12-09,2
12,Corporate,66.0,0,2018-01-24,3
15,Online,76.5,0,2018-01-23,2
60,Online,99.9,0,2018-06-21,3
10,Corporate,89.0,0,2018-10-10,1
29,Online,95.95,0,2018-04-17,2
86,Online,109.8,1,2018-11-30,2
6,Online,114.5,0,2017-09-02,4
213,Offline,80.24,0,2018-05-29,8
122,Online,64.8,0,2018-04-18,4
5,Online,134.0,1,2018-06-29,4
4,Corporate,121.0,0,2018-05-31,2
95,Online,131.4,1,2018-08-24,6
224,Online,0.0,0,2017-10-02,3
4,Online,82.9,0,2018-01-10,2
83,Online,61.41,0,2018-03-20,6
35,Online,118.8,1,2018-04-22,4
21,Online,91.0,1,2018-02-06,1
37,Online,81.9,1,2018-03-01,2
50,Offline,60.0,0,2017-11-12,5
98,Offline,89.75,0,2018-05-30,2
70,Offline,85.0,0,2018-07-11,6
145,Online,76.5,0,2017-08-15,4
51,Online,95.04,1,2018-10-06,1
14,Online,149.0,0,2018-04-24,2
120,Online,94.86,1,2018-04-05,4
37,Online,116.1,1,2018-05-07,1
68,Online,149.4,0,2018-09-24,4
187,Online,152.15,1,2018-09-12,5
0,Online,148.0,0,2018-08-19,2
55,Online,74.88,0,2018-11-23,1
64,Offline,85.0,0,2017-10-16,1
21,Online,144.0,0,2018-04-13,2
30,Online,85.5,0,2017-09-16,2
25,Offline,68.0,0,2018-11-15,5
120,Offline,72.25,0,2018-08-02,4
201,Online,127.0,1,2018-05-24,2
175,Online,93.5,0,2017-09-11,4
29,Online,70.91,1,2018-02-05,20
0,Online,79.0,0,2018-01-28,1
182,Online,137.7,1,2018-08-07,3
35,Online,104.85,0,2017-10-17,2
1,Offline,51.5,0,2018-02-07,3
42,Online,107.41,0,2018-10-02,3
14,Online,75.47,0,2018-01-18,15
238,Online,54.09,1,2018-12-26,4
162,Online,105.83,1,2018-08-15,4
8,Online,91.0,0,2018-02-16,1
105,Online,83.05,0,2018-12-26,2
136,Offline,72.25,0,2018-07-10,6
113,Online,103.5,1,2018-07-10,1
47,Online,88.52,0,2018-04-28,4
67,Offline,32.71,0,2017-11-01,3
33,Online,116.1,0,2018-05-19,1
12,Online,91.63,0,2018-12-26,4
58,Offline,60.0,0,2018-02-03,5
3,Online,96.5,0,2017-11-05,3
37,Online,146.7,0,2018-07-02,4
76,Online,99.45,1,2018-03-26,5
141,Online,118.8,1,2018-09-19,7
20,Offline,85.0,0,2018-10-16,2
0,Online,108.11,0,2018-07-28,1
197,Offline,112.0,1,2018-08-18,3
46,Online,67.15,0,2018-03-10,4
62,Online,167.79,0,2018-04-24,5
